User ID,Comment
userID,mèo miễn nhiễm hầu như tất cả độ cao mà tầm đấy thì nó ko chết khi rơi xuống đâu
userID,The players: why no one care me score?😭
userID,cat like a king.
userID,êu oi cute vaii
userID,chiếm hết spotlight của cầu thủ luôn r 😂
userID,maybe life is not that bad
userID,Khi con dân hộ giá hoàng thượng :))
userID,"Thank you, but if you don't help then I'm fine, I was born like that"
userID, Mềm ngàn cân treo sợi tóc
userID,idk why but i always smile while watching these vids 🥺
userID,wow 8triệu1 🥰
userID,"hay , mong ra nhiều vđ hơn"
userID,Xứ nào đấy đang nấu nước lá mơ
userID,này áp dụng được khoonhg
userID,hay quá
userID,these hopecore vids making me tear up man😭🙏
userID,"quienes originaron el hope core, se merecen el cielo"
userID,a mí me hace llorar el hope core
userID,no te vayas de mi fyp Hopecore 🥺
userID,nunca acabem com Hope core pfvr
userID,pencarian ku sisi gelap cewek Batam?
userID,"kok Bali nggak masuk?.
lupa ya Danau Tempe"
userID,"sepupuku tinggal di Batam, dia bilang semua seoupunya gada yang boleh merantau kebatam krna dia udh tau sisi gelapnya kota Batam🙏🙏"
userID,"BALI TERLUPAKAN, WELL!!!🤣🤣🤣"
userID,pencarianku sisi gelap batam
userID,"aku tinggal di batam udah 13th nan asli dari bandung,menurutku di mna pun kita tinggal tergantung kitanya jadi alhamdulillah di manapun saya baik2 aja"
userID,"KALIAN BELUM TAU SAJA SISI GELAP NTT
KLO MALAM GELAP BANGET..."
userID,"sisi gelap kota bandung ,lah aku orang Bandung g gitu juga sih"
userID,bandung sex bebas😨
userID,semua kota ada sisi gelap nya
userID,Bali harusnya no 1 ngk si🤣
userID,batam full senyum😜
userID,d antara kota itu yg ku pingin dtengin cuma batam😂
userID,sodara gw kerja di Batam setiap pulang pasti bawa bayi tapi wajah bayi nya mirip orang luar anjir cakep cakep
userID,Batam dan Medan jadi incaran ku😅
userID,Bandung ga ketuker sm Bali nihh ?
userID,gak ngaruh tetap Prabowo Gibran ✌️✌️
userID,yg bilang bandung bebas sek mna...aku lg di bandung tiap hari pun gda org sek
userID,anies presiden semua kota bersih
userID,Sisi gelap kota batam
userID,nó khác gì với cái cũ
userID,ê thiếu cái logo nhìn như xe tàu
userID,Để không đẹp hơn 😂
userID,xin vía da mịn😳
userID,Nhược điểm của RR là xe đắt những chữ bằng nhựa. Đi 8 năm thay bộ chứ 3 lần vì rụng keo/giòn nứt chữ 😂
userID,Của bạn hết 200tr
userID,helo
userID,cj quá v🥰🥰
userID,"hay , mong ra nhiều vđ hơn"
userID,tốt qua
userID,tuyệt vời
userID,này áp dụng được khoonhg
userID,vui lên nào
userID,đẹp hơn nhể🤑
userID,cảm ơn nhiều
userID,Tự Zui zẻ là ai
userID,"koi lại mấy lần để xem khác ntn, phát hiện mất 5p trời"
userID,cực phẩm....
userID,"hay , mong ra nhiều vđ hơn"
userID,vui lên nào
userID,Bộ ngoại hình thật với lúc biến hình nó khác nhau lắm hay j mà hai đứa này kh nhận ra v:)?
userID,Tập cuối r à :?? Xem từ hồi nhỏ trên dis nhm h hết chiếu nên nghỉ coi r
userID,thích phim này mà không còn lồng tiếng nữa
userID,mê mà k bt coi ở đâu cả😔😔
userID,cuối phim 2 khứa nv chính có yêu nhau k
userID,thề mê phim này vãi
userID,Che mặt nạ như ko che
userID,Nói chứ hồi đó mê phim này vãi ra :)))
userID,Tôi tự hỏi rằng này tập mấy =))))))
userID,rồi sao nữa
userID,video thật bổ ích
userID,going back to my miraculous era
userID,miraculous identity reveal
userID,"Me da rabia como se destransformaban re lento cuando les quitaban los Miraculous, pero cuando ellos se los quitaban se destransformaban re rápido."
userID,Ladybug is the only girl that has that type of hair and cat noir couldn’t figure that out🤦‍♂️🤦‍♂️
userID,where to watch miraculous for free pls 😭🙏
userID,depois que eu paro de ver miraculous ele fica assim.
userID,Ich glaub Ladybug ist marinette
userID,"una pregunta, Disney+ tienes todos los episodios de Miraculous? osea está completa?"
userID,"imagina pra um fã antigo de Ladybug que parou de assistir descobrindo que o Hawk moth ganhou, o Gabriel morreu e descobriu a identidade da Ladybug"
userID,Khi bn mới mua đc ly của Hasaki😇
userID,cho t thử cảm giác 99+đi bây🤡 mãi iuu 🌷
userID,ai có thể cho tui thử cảm giác 99+ đc ko🤡🤡🤡
userID,tự dưng thấy cái ly đẹp trai ngang😌
userID,vaiz 1.2M tim?????
userID,😳 chỉ là 1 li nước nhưng tận
userID,Cuốn dị cha
userID,thấy ai đăng troen này cũng toàn triệu ♥️
userID,"Bella poarch : ❤ 63.8M
strawberry chocolate: ❤ 30.0M"
userID,Comeeee=))
userID,có cái lý nước
userID,cho t thử cảm giác 99+ đi
userID,Giống agribank
userID,cốc này có j hả
userID,vô tri 👇
userID,thành trend luôn ròi đi đâu cũng gặp😂
userID,"chỉ là 1 li nước nhưng tận 2,7N ❤️omg"
userID,20.7M LIKES FOR STRAWBERRY CHOCOLATE IS CRAZY😭
userID,gabs THE STRAWBERRY CHOCOLATE VIDEO has 21.6M now 😭😭😭
userID,that strawberry chocolate has 15.5M likes now 😭😭😭
userID,Video núi lửa ohun dưới đáy biển như lốc xoáy kia có thật ko mn 🥶🥶🥶
userID,kh ấy mình ghét nhạc Tết vô đi =))))))
userID,mẹ thiên nhiên nổi giận à
userID,thứ t sợ nhất là ng quay=))
userID,lốc xoáy cuối là núi lửa phun dưới biển lên còn lốc xoáy là lốc xoay ở biên vô tinh đã tạo ra một tác phẩm kinh hoàng và chuyện này rất kiếm khi thấy😅
userID,Đi một ngày đàng…mất 10.000 tiền cơm
userID,nhạc nghe ốc ni hết
userID,"Tuyệt vời, cảm ơn ac. Mọi người follow e với nha"
userID,nhạc nghe gợn người
userID,Chấm 1 cái ...
userID,thế giới này thật đáng sợ 😬😬😲😲😲
userID,-Chưa bao giờ mua đồ online mà chim ưng như vậy!
userID,dữ z sao
userID,ui cha pùn z
userID,cái lốc xoáy nước nhìn sợ kinh hồn
userID,Ê thế quay kiểu gì đấy
userID,"-Ngọc, 0366… khu phố 2, Cao Xanh, Hạ Long size 36 + 37 màu đen"
userID,trời ơi nhạc 😳😳😳
userID,Bữa nào lại đi bar không bạn
userID,Cảm giác này không thể so sánh được.
userID,cài thôi cũng lâu
userID,★ thik cái cách bả nó đeo cái len mắt trg như ma😘🤗
userID,dỡn mặt hảa=))
userID,chắc chắn là không dùng... chán
userID,hay
userID,gót chóp
userID,hihi
userID,tuyệt vời
userID,cho mình một cái 🌷
userID,tóc đẹp
userID,cài thôi cũng lâu
userID,"rỡn mặt hã- -"""
userID,cảm ơn nhiều
userID,yo viendo que es un niño y después una niña 😨😨
userID,a alguien más le molesta que nos sigan ir a parte 2 🤣🤣
userID,cansada de partes 2
userID,sudah ku dugong pasti ada part 2🗿
userID,nk pkai pon lmbab.
userID,why I feel bored with your end video
userID,У неё нет не одного видео с завершением.
userID,Để marcelo thì bóng nằm ngay dưới chân
userID,Tiến Linh mà đở phát đó chắc trái banh bay tới sao hảo 😂
userID,Đây là lí do Neymar ko có bóng vàng nhưng vẫn luôn ở top 3 với Ronaldo và Messi
userID,Antony hài😅😅
userID,có quảng cáo free fire kìa🤡🤡
userID,có ai thấy chữ free fire ko
userID,anh em có thấy chữ Free Fire ko
userID,Đẳng cấp conpa k xác định dc bóng rơi trong bán kính 1m😂😂😂
userID,Marcelo cười khẩy 😂😂😂😂😂😂
userID,Đẳng cấp nhất là thằng athony cảm giác bóng còn xa hơn cả thủ môn
userID,Neymar mãi đỉnh❤️❤️❤️
userID,neymar vẫn là đẳng cấp
userID,Antony thậm chí con k chạm dc vào bóng . Ông này bị thổi phồng quá tài năng thực sự k đến tầm
userID,Xoay compa còn ko chạm vô dc bóng
userID,cos chữ free fire lúc 1:30
userID,Siêu sao của Mu đẳng cấp thật sự🤣🤣🤣Đỡ bõng cách hẳn 5m cơ mà🤣
userID,antony thật khác biệt
userID,Antony đoán điểm rơi còn ko trúng 🤣
userID,video thật bổ ích
userID,Cháy quá 🙂
userID,Cái gì mà vội thế
userID,m đang xem tiktok pc đk:)))
userID,tao vừa xem ông chí thanh song
userID,là tao nè@♐Cô pé răng thưa ♐ halo
userID,Thật mhay giả z
userID,sợ qua mạng😣
userID,tiktok pc cngx nhiều ng vn đấy chứ
userID,Sợ online😂
userID,sao k khoá cửa cho thk cửa đỡ vào
userID,đọc comment là an toàn nhất
userID,"hay , mong ra nhiều vđ hơn"
userID,chất lượng
userID,mình sẽ fl cả tiktok 😁
userID,sợ
userID,xink
userID,tuyet voi
userID,khó thở 🥲
userID,"này làm vid thôi ,lm gì có camera sẵn nv"
userID,tuyệt vời tôi rât thích
userID,mong chờ video tiếp theo
userID,"nồng nặc mùi tiền , trend Day and Night có đối thủ 👍"
userID,chỉ có thể là douyin 😅
userID,cuộc chiến thượng lưu
userID,18 người 17 cái xe
userID,có 1 gái còn toàn teai
userID,18 người 17 cái se 😂
userID,18 người sao có 17 chiếc xe kì vậy
userID,Natra nè sẽ
userID,nín thở chờ 100 ng timm
userID,tính ra trong đó có mình bà áo hồng là con gái luôn á
userID,"team này mạnh , mạnh ai đấy giàu"
userID,Trend xịn thế ai đú cùng khong 😳
userID,Bị ume bà áo hồng 👍
userID,Woww đỉnh
userID,có 1 gái còn toàn teai
userID,"Khúc đầu 18 ng, khúc sau là 20 ng 17 xe 👍"
userID,cho đú với 😅
userID,"sao tui đếm kiểu gì cũng ra 17, mà ngta lại nói 18 xe nhỉ 😥"
userID,Ảnh trước là 18 ng. Ảnh sau là 20 người / 17 xe ạ
userID,18người 17 xe
userID,Cẩn thận với pacar online!
userID,Cẩn thận với bạn trai online!
userID,tuyệt vời quá
userID,chả hiểu gì cả
userID,vãi
userID,Xe này về đồng Nai sao ạ
userID,Hay
userID,hài vãi
userID,😴 sao giống vn vậy ta
userID,nghe không hiểu ai dịch hộ ạ
userID,mong chờ video tiếp theo
userID,Bạn đang chơi trò chơi gì vậy?
userID,Xin chao idol nhe !
userID,tuyêt vơi quă em ơi
userID,bổ ích quá
userID,chao nha
userID,hay....
userID,xem tự nhiên TỊNH TÂM ghê
userID,helo
userID,hihi
userID,Nhện tom holland đúng hề
userID,nhện andrew đỉnh nhất
userID,that one Andrew Garfield edit🗣️🗣️🔥‼️
userID,"kịch bản có thể không hay, nhưng diễn xuất của Andrew và Emma là 8 nằm ngang. Còn thằng hề Tom Holland thì thôi ..😂"
userID,Tính ra ông Flash này bắt nạt Peter vì muốn cậu mạnh mẽ hơn thôi. Chứ lúc bác mất ông này ra an ủi Peter đầu tiền ấy
userID,chi đeo kính là ai mà xinh thế ae
userID,thứ tôi cần là tên của chị kia 😂😂😂
userID,T tiếc nhện của Andrew quá huhu 😭 nhện chuẩn nhất trong lòng t từ ngoại hình đến tính cách
userID,Ai biết tên bà diễn viên bị làm đổ sơn đó ko. Xinh vãi😭😭
userID,Theo cảm nhận mình thì thấy andrew đỉnh nhất.của tom thì mình thấy được kỹ xảo thôi với ăn tình tiết sang mấy bộ kia thôi chứ không ăn sâu cốt truyện
userID,"T từng muốn Peter và bà đeo kính yêu nhau, bà đeo kính mà chăm chút tí là đẹp miễn chê =)))"
userID,đẹp zai
userID,PHIM 🗣️🗣️🗣️🗣️
userID,t cực thích cách diễn tobey và andrew thôi còn ông Tom gì đấy t ko thấm đc
userID,bro just dropped the hardest edit 🙏🏻
userID,theo tôi thấy nhện Andrew là ng nhện ngầu nhấu trong Trio
userID,We need that parker dunk
userID,ngầu quá k ggwen
userID,ms thấy nhện mewing💀💀
userID,"🗣🗣 ""FEIN FEIN FEIN""🔥🔥"
userID,"Ya Allah semoga gak ada korban
jiwa"
userID,ya allah semoga gk ada korban jiwa
userID,Alloh hu akbar.alloh hu Akbar .semoga selamet semuah Amin Amin yarobalalamin 🤲🤲
userID,ya Allah aku ikut cemas klo mendadak begitu tiba2 banjir
userID,ya Allah semoga selamat semua🤲
userID,m ơi
userID,"ini mah beda video, antara yg nyuci motor dan lanjutan nya bedaa"
userID,temennya kenapa g bntuin sieh.. aq yg nnton aja panik😭😭😭
userID,vidio ke dua beda tempat
userID,kyanya yg pas nyuci motor itu kaya bukan di tempat banjir nya ya
userID,Alasan gw knp gasuka ke sungai 😭
userID,infonya gimana...selamat semua ngga? 🥺 smoga pd selamat semua
userID,"keknya ini beneran soalnya waktu panik airnya emang tiba"" meluas ke samping coba aja cek"
userID,dia belum tau mio mirza💀
userID,Ya Allah lindungi mereka semoga nga ada korban jiwa
userID,alasan knapa gua mls ngebanyakin tmn cwe
userID,ya allah semoga ga ada korban jawa😌
userID,"banyak yg komen nanya di mna lokasi kejadiannya gk ada satupun yg di bls,cuma yg mendoakan aja yg di bls 😔,semoga semua selamat gk Da korban jiwa"
userID, koncone pie to😭
userID,semoga gaada korban jawa
userID,Ai gắn mặt kokonoi vô v
userID,nghe cái này đầu tui tự động nhảy ra Jeon Jungkook =))))
userID,Triện hồi đại gia hajime kokonoi
userID,Trend từ thời Tống🤡
userID,vô tri quá hok dám dùng =))
userID,nhớ tới Kokonoi=))
userID,Mẫu voi tri thiệt chứ 😀
userID,triệu hồi Hajime Kokonoi:)
userID,ng Việt đầu tiên
userID,"aduu
nhạc chuông của t 😻😻"
userID, coconut :))
userID, lòng đất tải cả capcut về chỉ để ghép mặt chính mk vào cái này:)
userID, nội mày nè cô cô nớt của m 🤡
userID,i'm mờ ba bí gơ 😭
userID,có i'm lemon hông😅
userID,gắn mặt kokonoi vàoo=)))
userID,t nghe ai mang cô cô nớt=))
userID, câu câu nớtttttt
userID, ilove coconut😬
userID,Vô tri thật luôn ý
userID,"It is satisfying, but it doesn't feel right."
userID,Kẹo k à k hấp dẫn lắm
userID,tôi thấy tiểu đường trong tủ lạnh 😌
userID,Tủ lạnh nhà ng ta máy má oi. Người ta thích ăn gì ng ta mua
userID,tủ toàn kẹo như bán tạp hoá vậy. ko giống tủ lạnh gia đình
userID,cô ơi liệu một mình cô có ăn hết tủ lạnh ko mà cô mua nhiều thế
userID,"Nhiều đồ nhưng toàn đồ ngọt đối vs mình k hấp dẫn lắm. Thích tủ lạnh hoa quả, rau củ, thịt thà…."
userID,Tao thích nó ngập các loại quả hơn là kẹo🙄🙄
userID,Mấy má ngộ ghê tủ lạnh nhà ngta ngta muốn để gì thù để bộ tut lạnh của mấy má hay gì mà ý kiến lắm
userID,Mấy má ngộ ghee tủ lạnh nhà ngta ngta mua theo khẩu vị sở thích ngta th mấy má có ăn đâu zô nói hoài z
userID,"mik thấy 1 số bn cmt k thik kẹo nhma mik thấy tủ nhà người ta, người ta thik bỏ gì vô thì kệ người ta chứ có phải mua cho mấy bn đâu mà (còn nữa)"
userID,cho lắm chanh rồi ăn ko hết lại hỏng :)
userID,Toyy chỉ để ý đến dàn stickers trên tủ. Nhất là cái mặt anh Jin đã đập vào mắt t đầu tiên
userID,Em chỉ xin mỗi cái tủ lạnh như này thôi Vũ 🇯🇵
userID,Bách hóa mini 😂😂
userID,probi mua thungd rẻ hơn ko ta:)
userID,tín
userID,thấy tủ lạnh tưởng tượng tới thời covid
userID,ý kiến thì tự mua tủ lạnh tự mua đồ về xếp đi mấy má
userID,Mấy ông tiểu đường xem lắc đầu
userID,Mood banget bacain komennyaaa🤭 makasih juga yg udah doain smoga doa baik berbalik ke kalian❤️
userID,Cầm đũa siêu thế ta
userID,Còn cười là còn khổ 🥹
userID,Còn cười là còn khổ nha bay😁
userID,đừng cười nữa .. đi tìm tình yêu đi 😌
userID,Thích cách bả đứng hình và cách ổng nhìn cười🥰
userID,Có ai xem xong khóc như mình ko ạ 🙂
userID,Ê đáng yêu vậyyyy
userID, Quậy thích nhỉ😂
userID,harga cincin pandora
userID,"simpen dulu soundnyaa, soal kaget di kasih cincin belakangan ☺️☺️"
userID,ngeh nya lama bgt😭😭
userID,"gue pernah begini. kirain dia bakal ngeliat eh ternyata sampe makanan hbis sampe pulang juga dia gak liat"" itu cincin 😭😭😭"
userID,Konsepny gmn shusi nasi goreng di tabur ?
userID,masiii pagiii allahuakbar
userID,malas senyum soalnya Hari senin
userID,mau latihan kagetnya dulu deh
userID,pagi2 bukannya sholat subuh malah scroll tiktok😭ya gini kan jadinya
userID,"divideo : 👥
yg nonton : 👤
😔😔😔😔"
userID,Sushi & cincin 🥺
userID,Mỗi lần xem vd mấy bà kiểu thí nghiệm này toàn vào thẳng trang tik tok tìm luôn part 2 không thể chờ đợi 🙂
userID,"Hỏi ngu tí, gội xong r xả nó trôi hết=))))"
userID,t đã thử với một gói nhỏ và nó ngứa khủng khiếp ạ🥰
userID,Sáng hôm sau thấy chăn gối đầy lấp la lấp lánh 🤡
userID,gội xong buổi tối thì oke. ban ngày nhìn như gàu 🥺
userID,thấy phí dùm 😇
userID,nhìn cái môi đã không muốn ăn cơm r:))
userID,Hít vô phổi rồi phổi nó cũng blink blink lun
userID,Gàu phát sáng-?
userID,Lm sao cho hết kim tuyến mới là chuyện 🤣
userID,kim tuyến đã vậy còn kim tuyến nhuyễn khó trôi thì thôi nhé
userID,😁t cách ngày gội vẫn bết luôn :((
userID,Người có con nhỏ như tôi k thích điều này
userID,rồi lúc khô có rơi rụng đầy nhà hok trời
userID,gàu lấp lánh
userID,cách đánh ghen sang choảnh bờ linh bờ linh
userID,Hỏng tóc ko bây
userID,ngứa + k gội đc sạch hết trong thời gian ngắn = rơi ra giường nằm lên ngứa cả người
userID,"hời ơi , sao dám làm hay z=))"
userID,có ngứa ko ạ?
userID,phim này phần 1 mình xem lúc 12 tuổi.giờ mình 30 tuổi rồi 😅
userID,Máy khoan chiến tranh clash of clan
userID,sao phim này ko có bán live nhỉ
userID,"xem hay thật , xem đi xem vẫn hay"
userID,film gì v ạ
userID,tui coi 3 4 năm dì r nè
userID,luffy gơ
userID,nếu 1 bên xích đã chậm hay ngừng hay chậm rồi thì cái máy phải quẹo chứ sao đi thẳng đc chỉ
userID,này phim chiếu rạp nè
